,0,1,2,3,4
138,0.02020202,0.47564563,0.4962955,0.6044007,0.100131266
139,0.02020202,0.53609127,0.4882766,0.57995564,0.20875691
140,0.02020202,0.4515573,0.43879065,0.591969,0.05445854
141,0.02020202,0.52303296,0.5030284,0.5375512,0.67708635
142,0.02020202,0.48630297,0.49091145,0.5378568,0.7112935
143,0.02020202,0.4545749,0.5239757,0.47516116,0.52149904
144,0.02020202,0.56562626,0.5009879,0.42371136,0.13192149
145,0.02020202,0.50742346,0.59678674,0.537002,0.11551141
146,0.02020202,0.5388238,0.5085555,0.5136493,0.70232666
147,0.02020202,0.5516153,0.5248216,0.5449605,0.34633863
148,0.02020202,0.41839817,0.49347216,0.5603822,0.1262494
149,0.02020202,0.5100968,0.5715296,0.50956565,0.34576797
150,0.030303031,0.4395201,0.624376,0.52577585,0.019095128
151,0.030303031,0.5455185,0.5964441,0.4778158,0.09319075
152,0.030303031,0.5027155,0.4552665,0.5151366,0.63921446
153,0.030303031,0.460629,0.5264602,0.52193385,0.57911026
154,0.030303031,0.50282806,0.40864292,0.47991064,0.17350654
155,0.030303031,0.4887188,0.47864366,0.49551314,0.88630134
156,0.030303031,0.48670992,0.49631768,0.51454973,0.9227693
157,0.030303031,0.49052453,0.55293053,0.50794756,0.55381864
158,0.030303031,0.5007476,0.4138303,0.563241,0.101770036
159,0.030303031,0.5659181,0.48214084,0.45214206,0.24885014
160,0.030303031,0.49934027,0.49071142,0.55807275,0.50065863
161,0.030303031,0.5749264,0.32007688,0.5288265,0.00042498714
162,0.030303031,0.46762705,0.5506894,0.52033055,0.44657367
163,0.030303031,0.6081529,0.5648069,0.4612966,0.030838622
164,0.030303031,0.5157425,0.53381026,0.44730178,0.434477
165,0.030303031,0.45450896,0.481683,0.52268445,0.55771554
166,0.030303031,0.5086162,0.46707606,0.5470951,0.5090365
167,0.030303031,0.50749356,0.40751523,0.47635707,0.15981881
168,0.030303031,0.5520089,0.54838294,0.47936046,0.3347519
169,0.030303031,0.48154393,0.51771456,0.46092236,0.64642453
170,0.030303031,0.56208515,0.5214405,0.4929264,0.41775498
171,0.030303031,0.44407856,0.4799773,0.47251058,0.42453673
172,0.030303031,0.4607411,0.48221663,0.52620447,0.60119444
173,0.030303031,0.53946257,0.5225322,0.50147974,0.66137344
174,0.030303031,0.49249336,0.42939612,0.4927217,0.36101115
175,0.030303031,0.4534296,0.46162534,0.45602548,0.3279038
176,0.030303031,0.5291885,0.46054518,0.48516256,0.59110564
177,0.030303031,0.4724755,0.38896286,0.46140537,0.05418895
178,0.030303031,0.47878632,0.47013706,0.5394918,0.55973977
179,0.030303031,0.49308607,0.5277715,0.45858333,0.6023723
180,0.030303031,0.5869117,0.59818274,0.5259185,0.02807005
181,0.030303031,0.5089518,0.5624377,0.4753803,0.39973804
182,0.030303031,0.43623006,0.5786129,0.48453024,0.12280185
183,0.030303031,0.5475279,0.39953572,0.52069384,0.077611335
184,0.030303031,0.50707805,0.4753326,0.46526787,0.6886788
185,0.030303031,0.46851864,0.5153717,0.47087196,0.66023356
186,0.030303031,0.48218673,0.5135067,0.47163457,0.7703825
187,0.030303031,0.5550024,0.5999557,0.5854795,0.017169366
188,0.030303031,0.47564563,0.4962955,0.6044007,0.100131266
189,0.030303031,0.53609127,0.4882766,0.57995564,0.20875691
190,0.030303031,0.4515573,0.43879065,0.591969,0.05445854
191,0.030303031,0.52303296,0.5030284,0.5375512,0.67708635
192,0.030303031,0.48630297,0.49091145,0.5378568,0.7112935
193,0.030303031,0.4545749,0.5239757,0.47516116,0.52149904
194,0.030303031,0.56562626,0.5009879,0.42371136,0.13192149
195,0.030303031,0.50742346,0.59678674,0.537002,0.11551141
196,0.030303031,0.5388238,0.5085555,0.5136493,0.70232666
197,0.030303031,0.5516153,0.5248216,0.5449605,0.34633863
198,0.030303031,0.41839817,0.49347216,0.5603822,0.1262494
199,0.030303031,0.5100968,0.5715296,0.50956565,0.34576797
200,0.04040404,0.4395201,0.624376,0.52577585,0.019095128
201,0.04040404,0.5455185,0.5964441,0.4778158,0.09319075
202,0.04040404,0.5027155,0.4552665,0.5151366,0.63921446
203,0.04040404,0.460629,0.5264602,0.52193385,0.57911026
204,0.04040404,0.50282806,0.40864292,0.47991064,0.17350654
205,0.04040404,0.4887188,0.47864366,0.49551314,0.88630134
206,0.04040404,0.48670992,0.49631768,0.51454973,0.9227693
207,0.04040404,0.49052453,0.55293053,0.50794756,0.55381864
208,0.04040404,0.5007476,0.4138303,0.563241,0.101770036
209,0.04040404,0.5659181,0.48214084,0.45214206,0.24885014
210,0.04040404,0.49934027,0.49071142,0.55807275,0.50065863
211,0.04040404,0.5749264,0.32007688,0.5288265,0.00042498714
212,0.04040404,0.46762705,0.5506894,0.52033055,0.44657367
213,0.04040404,0.6081529,0.5648069,0.4612966,0.030838622
214,0.04040404,0.5157425,0.53381026,0.44730178,0.434477
215,0.04040404,0.45450896,0.481683,0.52268445,0.55771554
216,0.04040404,0.5086162,0.46707606,0.5470951,0.5090365
217,0.04040404,0.50749356,0.40751523,0.47635707,0.15981881
218,0.04040404,0.5520089,0.54838294,0.47936046,0.3347519
219,0.04040404,0.48154393,0.51771456,0.46092236,0.64642453
220,0.04040404,0.56208515,0.5214405,0.4929264,0.41775498
221,0.04040404,0.44407856,0.4799773,0.47251058,0.42453673
222,0.04040404,0.4607411,0.48221663,0.52620447,0.60119444
223,0.04040404,0.53946257,0.5225322,0.50147974,0.66137344
224,0.04040404,0.49249336,0.42939612,0.4927217,0.36101115
225,0.04040404,0.4534296,0.46162534,0.45602548,0.3279038
226,0.04040404,0.5291885,0.46054518,0.48516256,0.59110564
227,0.04040404,0.4724755,0.38896286,0.46140537,0.05418895
228,0.04040404,0.47878632,0.47013706,0.5394918,0.55973977
229,0.04040404,0.49308607,0.5277715,0.45858333,0.6023723
230,0.04040404,0.5869117,0.59818274,0.5259185,0.02807005
231,0.04040404,0.5089518,0.5624377,0.4753803,0.39973804
232,0.04040404,0.43623006,0.5786129,0.48453024,0.12280185
233,0.04040404,0.5475279,0.39953572,0.52069384,0.077611335
234,0.04040404,0.50707805,0.4753326,0.46526787,0.6886788
235,0.04040404,0.46851864,0.5153717,0.47087196,0.66023356
236,0.04040404,0.48218673,0.5135067,0.47163457,0.7703825
237,0.04040404,0.5550024,0.5999557,0.5854795,0.017169366
238,0.04040404,0.47564563,0.4962955,0.6044007,0.100131266
239,0.04040404,0.53609127,0.4882766,0.57995564,0.20875691
240,0.04040404,0.4515573,0.43879065,0.591969,0.05445854
241,0.04040404,0.52303296,0.5030284,0.5375512,0.67708635
242,0.04040404,0.48630297,0.49091145,0.5378568,0.7112935
243,0.04040404,0.4545749,0.5239757,0.47516116,0.52149904
244,0.04040404,0.56562626,0.5009879,0.42371136,0.13192149
245,0.04040404,0.50742346,0.59678674,0.537002,0.11551141
246,0.04040404,0.5388238,0.5085555,0.5136493,0.70232666
247,0.04040404,0.5516153,0.5248216,0.5449605,0.34633863
248,0.04040404,0.41839817,0.49347216,0.5603822,0.1262494
249,0.04040404,0.5100968,0.5715296,0.50956565,0.34576797
250,0.05050505,0.4395201,0.624376,0.52577585,0.019095128
251,0.05050505,0.5455185,0.5964441,0.4778158,0.09319075
252,0.05050505,0.5027155,0.4552665,0.5151366,0.63921446
253,0.05050505,0.460629,0.5264602,0.52193385,0.57911026
254,0.05050505,0.50282806,0.40864292,0.47991064,0.17350654
255,0.05050505,0.4887188,0.47864366,0.49551314,0.88630134
256,0.05050505,0.48670992,0.49631768,0.51454973,0.9227693
257,0.05050505,0.49052453,0.55293053,0.50794756,0.55381864
258,0.05050505,0.5007476,0.4138303,0.563241,0.101770036
259,0.05050505,0.5659181,0.48214084,0.45214206,0.24885014
260,0.05050505,0.49934027,0.49071142,0.55807275,0.50065863
261,0.05050505,0.5749264,0.32007688,0.5288265,0.00042498714
262,0.05050505,0.46762705,0.5506894,0.52033055,0.44657367
263,0.05050505,0.6081529,0.5648069,0.4612966,0.030838622
264,0.05050505,0.5157425,0.53381026,0.44730178,0.434477
265,0.05050505,0.45450896,0.481683,0.52268445,0.55771554
266,0.05050505,0.5086162,0.46707606,0.5470951,0.5090365
267,0.05050505,0.50749356,0.40751523,0.47635707,0.15981881
268,0.05050505,0.5520089,0.54838294,0.47936046,0.3347519
269,0.05050505,0.48154393,0.51771456,0.46092236,0.64642453
270,0.05050505,0.56208515,0.5214405,0.4929264,0.41775498
271,0.05050505,0.44407856,0.4799773,0.47251058,0.42453673
272,0.05050505,0.4607411,0.48221663,0.52620447,0.60119444
273,0.05050505,0.53946257,0.5225322,0.50147974,0.66137344
274,0.05050505,0.49249336,0.42939612,0.4927217,0.36101115
275,0.05050505,0.4534296,0.46162534,0.45602548,0.3279038
276,0.05050505,0.5291885,0.46054518,0.48516256,0.59110564
277,0.05050505,0.4724755,0.38896286,0.46140537,0.05418895
278,0.05050505,0.47878632,0.47013706,0.5394918,0.55973977
279,0.05050505,0.49308607,0.5277715,0.45858333,0.6023723
280,0.05050505,0.5869117,0.59818274,0.5259185,0.02807005
281,0.05050505,0.5089518,0.5624377,0.4753803,0.39973804
282,0.05050505,0.43623006,0.5786129,0.48453024,0.12280185
283,0.05050505,0.5475279,0.39953572,0.52069384,0.077611335
284,0.05050505,0.50707805,0.4753326,0.46526787,0.6886788
285,0.05050505,0.46851864,0.5153717,0.47087196,0.66023356
286,0.05050505,0.48218673,0.5135067,0.47163457,0.7703825
287,0.05050505,0.5550024,0.5999557,0.5854795,0.017169366
288,0.05050505,0.47564563,0.4962955,0.6044007,0.100131266
289,0.05050505,0.53609127,0.4882766,0.57995564,0.20875691
290,0.05050505,0.4515573,0.43879065,0.591969,0.05445854
291,0.05050505,0.52303296,0.5030284,0.5375512,0.67708635
292,0.05050505,0.48630297,0.49091145,0.5378568,0.7112935
293,0.05050505,0.4545749,0.5239757,0.47516116,0.52149904
294,0.05050505,0.56562626,0.5009879,0.42371136,0.13192149
295,0.05050505,0.50742346,0.59678674,0.537002,0.11551141
296,0.05050505,0.5388238,0.5085555,0.5136493,0.70232666
297,0.05050505,0.5516153,0.5248216,0.5449605,0.34633863
298,0.05050505,0.41839817,0.49347216,0.5603822,0.1262494
299,0.05050505,0.5100968,0.5715296,0.50956565,0.34576797
300,0.060606062,0.4395201,0.624376,0.52577585,0.019095128
301,0.060606062,0.5455185,0.5964441,0.4778158,0.09319075
302,0.060606062,0.5027155,0.4552665,0.5151366,0.63921446
303,0.060606062,0.460629,0.5264602,0.52193385,0.57911026
304,0.060606062,0.50282806,0.40864292,0.47991064,0.17350654
305,0.060606062,0.4887188,0.47864366,0.49551314,0.88630134
306,0.060606062,0.48670992,0.49631768,0.51454973,0.9227693
307,0.060606062,0.49052453,0.55293053,0.50794756,0.55381864
308,0.060606062,0.5007476,0.4138303,0.563241,0.101770036
309,0.060606062,0.5659181,0.48214084,0.45214206,0.24885014
310,0.060606062,0.49934027,0.49071142,0.55807275,0.50065863
311,0.060606062,0.5749264,0.32007688,0.5288265,0.00042498714
312,0.060606062,0.46762705,0.5506894,0.52033055,0.44657367
313,0.060606062,0.6081529,0.5648069,0.4612966,0.030838622
314,0.060606062,0.5157425,0.53381026,0.44730178,0.434477
315,0.060606062,0.45450896,0.481683,0.52268445,0.55771554
316,0.060606062,0.5086162,0.46707606,0.5470951,0.5090365
317,0.060606062,0.50749356,0.40751523,0.47635707,0.15981881
318,0.060606062,0.5520089,0.54838294,0.47936046,0.3347519
319,0.060606062,0.48154393,0.51771456,0.46092236,0.64642453
320,0.060606062,0.56208515,0.5214405,0.4929264,0.41775498
321,0.060606062,0.44407856,0.4799773,0.47251058,0.42453673
322,0.060606062,0.4607411,0.48221663,0.52620447,0.60119444
323,0.060606062,0.53946257,0.5225322,0.50147974,0.66137344
324,0.060606062,0.49249336,0.42939612,0.4927217,0.36101115
325,0.060606062,0.4534296,0.46162534,0.45602548,0.3279038
326,0.060606062,0.5291885,0.46054518,0.48516256,0.59110564
327,0.060606062,0.4724755,0.38896286,0.46140537,0.05418895
328,0.060606062,0.47878632,0.47013706,0.5394918,0.55973977
329,0.060606062,0.49308607,0.5277715,0.45858333,0.6023723
330,0.060606062,0.5869117,0.59818274,0.5259185,0.02807005
331,0.060606062,0.5089518,0.5624377,0.4753803,0.39973804
332,0.060606062,0.43623006,0.5786129,0.48453024,0.12280185
333,0.060606062,0.5475279,0.39953572,0.52069384,0.077611335
334,0.060606062,0.50707805,0.4753326,0.46526787,0.6886788
335,0.060606062,0.46851864,0.5153717,0.47087196,0.66023356
336,0.060606062,0.48218673,0.5135067,0.47163457,0.7703825
337,0.060606062,0.5550024,0.5999557,0.5854795,0.017169366
338,0.060606062,0.47564563,0.4962955,0.6044007,0.100131266
339,0.060606062,0.53609127,0.4882766,0.57995564,0.20875691
340,0.060606062,0.4515573,0.43879065,0.591969,0.05445854
341,0.060606062,0.52303296,0.5030284,0.5375512,0.67708635
342,0.060606062,0.48630297,0.49091145,0.5378568,0.7112935
343,0.060606062,0.4545749,0.5239757,0.47516116,0.52149904
344,0.060606062,0.56562626,0.5009879,0.42371136,0.13192149
345,0.060606062,0.50742346,0.59678674,0.537002,0.11551141
346,0.060606062,0.5388238,0.5085555,0.5136493,0.70232666
347,0.060606062,0.5516153,0.5248216,0.5449605,0.34633863
348,0.060606062,0.41839817,0.49347216,0.5603822,0.1262494
349,0.060606062,0.5100968,0.5715296,0.50956565,0.34576797
350,0.07070707,0.4395201,0.624376,0.52577585,0.019095128
351,0.07070707,0.5455185,0.5964441,0.4778158,0.09319075
352,0.07070707,0.5027155,0.4552665,0.5151366,0.63921446
353,0.07070707,0.460629,0.5264602,0.52193385,0.57911026
354,0.07070707,0.50282806,0.40864292,0.47991064,0.17350654
355,0.07070707,0.4887188,0.47864366,0.49551314,0.88630134
356,0.07070707,0.48670992,0.49631768,0.51454973,0.9227693
357,0.07070707,0.49052453,0.55293053,0.50794756,0.55381864
358,0.07070707,0.5007476,0.4138303,0.563241,0.101770036
359,0.07070707,0.5659181,0.48214084,0.45214206,0.24885014
360,0.07070707,0.49934027,0.49071142,0.55807275,0.50065863
361,0.07070707,0.5749264,0.32007688,0.5288265,0.00042498714
362,0.07070707,0.46762705,0.5506894,0.52033055,0.44657367
363,0.07070707,0.6081529,0.5648069,0.4612966,0.030838622
364,0.07070707,0.5157425,0.53381026,0.44730178,0.434477
365,0.07070707,0.45450896,0.481683,0.52268445,0.55771554
366,0.07070707,0.5086162,0.46707606,0.5470951,0.5090365
367,0.07070707,0.50749356,0.40751523,0.47635707,0.15981881
368,0.07070707,0.5520089,0.54838294,0.47936046,0.3347519
369,0.07070707,0.48154393,0.51771456,0.46092236,0.64642453
370,0.07070707,0.56208515,0.5214405,0.4929264,0.41775498
371,0.07070707,0.44407856,0.4799773,0.47251058,0.42453673
372,0.07070707,0.4607411,0.48221663,0.52620447,0.60119444
373,0.07070707,0.53946257,0.5225322,0.50147974,0.66137344
374,0.07070707,0.49249336,0.42939612,0.4927217,0.36101115
375,0.07070707,0.4534296,0.46162534,0.45602548,0.3279038
376,0.07070707,0.5291885,0.46054518,0.48516256,0.59110564
377,0.07070707,0.4724755,0.38896286,0.46140537,0.05418895
378,0.07070707,0.47878632,0.47013706,0.5394918,0.55973977
379,0.07070707,0.49308607,0.5277715,0.45858333,0.6023723
380,0.07070707,0.5869117,0.59818274,0.5259185,0.02807005
381,0.07070707,0.5089518,0.5624377,0.4753803,0.39973804
382,0.07070707,0.43623006,0.5786129,0.48453024,0.12280185
383,0.07070707,0.5475279,0.39953572,0.52069384,0.077611335
384,0.07070707,0.50707805,0.4753326,0.46526787,0.6886788
385,0.07070707,0.46851864,0.5153717,0.47087196,0.66023356
386,0.07070707,0.48218673,0.5135067,0.47163457,0.7703825
387,0.07070707,0.5550024,0.5999557,0.5854795,0.017169366
388,0.07070707,0.47564563,0.4962955,0.6044007,0.100131266
389,0.07070707,0.53609127,0.4882766,0.57995564,0.20875691
390,0.07070707,0.4515573,0.43879065,0.591969,0.05445854
391,0.07070707,0.52303296,0.5030284,0.5375512,0.67708635
392,0.07070707,0.48630297,0.49091145,0.5378568,0.7112935
393,0.07070707,0.4545749,0.5239757,0.47516116,0.52149904
394,0.07070707,0.56562626,0.5009879,0.42371136,0.13192149
395,0.07070707,0.50742346,0.59678674,0.537002,0.11551141
396,0.07070707,0.5388238,0.5085555,0.5136493,0.70232666
397,0.07070707,0.5516153,0.5248216,0.5449605,0.34633863
398,0.07070707,0.41839817,0.49347216,0.5603822,0.1262494
399,0.07070707,0.5100968,0.5715296,0.50956565,0.34576797
400,0.08080808,0.4395201,0.624376,0.52577585,0.019095128
401,0.08080808,0.5455185,0.5964441,0.4778158,0.09319075
402,0.08080808,0.5027155,0.4552665,0.5151366,0.63921446
403,0.08080808,0.460629,0.5264602,0.52193385,0.57911026
404,0.08080808,0.50282806,0.40864292,0.47991064,0.17350654
405,0.08080808,0.4887188,0.47864366,0.49551314,0.88630134
406,0.08080808,0.48670992,0.49631768,0.51454973,0.9227693
407,0.08080808,0.49052453,0.55293053,0.50794756,0.55381864
408,0.08080808,0.5007476,0.4138303,0.563241,0.101770036
409,0.08080808,0.5659181,0.48214084,0.45214206,0.24885014
410,0.08080808,0.49934027,0.49071142,0.55807275,0.50065863
411,0.08080808,0.5749264,0.32007688,0.5288265,0.00042498714
412,0.08080808,0.46762705,0.5506894,0.52033055,0.44657367
413,0.08080808,0.6081529,0.5648069,0.4612966,0.030838622
414,0.08080808,0.5157425,0.53381026,0.44730178,0.434477
415,0.08080808,0.45450896,0.481683,0.52268445,0.55771554
416,0.08080808,0.5086162,0.46707606,0.5470951,0.5090365
417,0.08080808,0.50749356,0.40751523,0.47635707,0.15981881
418,0.08080808,0.5520089,0.54838294,0.47936046,0.3347519
419,0.08080808,0.48154393,0.51771456,0.46092236,0.64642453
420,0.08080808,0.56208515,0.5214405,0.4929264,0.41775498
421,0.08080808,0.44407856,0.4799773,0.47251058,0.42453673
422,0.08080808,0.4607411,0.48221663,0.52620447,0.60119444
423,0.08080808,0.53946257,0.5225322,0.50147974,0.66137344
424,0.08080808,0.49249336,0.42939612,0.4927217,0.36101115
425,0.08080808,0.4534296,0.46162534,0.45602548,0.3279038
426,0.08080808,0.5291885,0.46054518,0.48516256,0.59110564
427,0.08080808,0.4724755,0.38896286,0.46140537,0.05418895
428,0.08080808,0.47878632,0.47013706,0.5394918,0.55973977
429,0.08080808,0.49308607,0.5277715,0.45858333,0.6023723
430,0.08080808,0.5869117,0.59818274,0.5259185,0.02807005
431,0.08080808,0.5089518,0.5624377,0.4753803,0.39973804
432,0.08080808,0.43623006,0.5786129,0.48453024,0.12280185
433,0.08080808,0.5475279,0.39953572,0.52069384,0.077611335
434,0.08080808,0.50707805,0.4753326,0.46526787,0.6886788
435,0.08080808,0.46851864,0.5153717,0.47087196,0.66023356
436,0.08080808,0.48218673,0.5135067,0.47163457,0.7703825
437,0.08080808,0.5550024,0.5999557,0.5854795,0.017169366
438,0.08080808,0.47564563,0.4962955,0.6044007,0.100131266
439,0.08080808,0.53609127,0.4882766,0.57995564,0.20875691
